link,caption
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_107.jpg,a man wearing a hat and holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_111.jpg,a bunch of scissors are hanging on a wall
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_135.jpg,a group of young men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_120.jpg,a woman standing on a street corner talking on a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_112.jpg,a group of people standing on top of a sandy beach 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_115.jpg,a bunch of colorful umbrellas sitting on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_105.jpg,a woman in a white dress and a black and white photo
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_136.jpg,a woman in a dress holding a white umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_126.jpg,a man in a suit and tie holding a teddy bear 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_114.jpg,a bride and groom are cutting a wedding cake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_129.jpg,a woman and a woman are walking down the street
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_122.jpg,a woman in a pink dress holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_13.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_125.jpg,a woman standing in front of a mirror holding a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_137.jpg,a group of young children standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_124.jpg,a man and woman standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_147.jpg,a woman standing in front of a red fire hydrant 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_143.jpg,a man wearing a tie and a jacket 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_133.jpg,a woman in a dress standing next to a man 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_130.jpg,a woman wearing a hat and holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_121.jpg,a woman standing in front of a mirror holding a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_151.jpg,a woman in a red dress is talking on a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_14.jpg,a group of young children standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_116.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_127.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_144.jpg,a woman wearing a hat and a hat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_128.jpg,a man and woman standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_146.jpg,a little girl holding a stuffed teddy bear 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_138.jpg,a group of ties hanging from a wall 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_139.jpg,a woman wearing a hat and holding a banana 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_145.jpg,a man standing in front of a window 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_140.jpg,a woman standing in front of a brick building 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_142.jpg,a man in a suit and tie holding a teddy bear 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_15.jpg,a woman in a pink dress is talking on a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_141.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_150.jpg,a couple of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_149.jpg,a group of people sitting on a bench 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_160.jpg,a bride and groom standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_153.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_148.jpg,a woman in a pink dress is talking on a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_161.jpg,a woman in a bikini holding a surfboard 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_155.jpg,a group of people in a kitchen preparing food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_159.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_168.jpg,a woman wearing a hat and a tie 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_156.jpg,a woman standing next to a man on a sidewalk 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_154.jpg,a group of people walking down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_158.jpg,a little girl in a dress and a tie
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_157.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_177.jpg,a woman standing in front of a store window 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_180.jpg,a young boy holding a skateboard in his hands 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_174.jpg,a man wearing a red tie and a blue shirt 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_164.jpg,a woman in a red dress and a red tie
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_163.jpg,a woman in a dress shirt and tie 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_16.jpg,a woman in a pink dress holding a pink umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_152.jpg,a woman standing in front of a mirror holding a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_162.jpg,a man and a woman standing under an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_165.jpg,a woman in a pink dress and a pink tie
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_171.jpg,a statue of a man holding a giant clock 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_169.jpg,a little girl holding an umbrella in her hands 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_170.jpg,a young boy and a girl are dressed in costumes 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_175.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_17.jpg,a man in a suit and tie holding a teddy bear 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_166.jpg,a little boy standing on a skateboard on a sidewalk 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_178.jpg,a group of people standing around a pile of luggage 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_167.jpg,a woman standing in front of a christmas tree 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_181.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_18.jpg,a woman in a dress holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_182.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_186.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_185.jpg,a group of people walking down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_172.jpg,a woman sitting on a bench with her legs crossed 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_179.jpg,a woman in a dress holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_183.jpg,a group of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_184.jpg,a woman in a dress shirt and tie standing in a room 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_173.jpg,a young boy holding a tennis racquet on a court 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_187.jpg,a woman standing in a field holding a bag 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_176.jpg,a woman in a dress holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_191.jpg,a bunch of colorful umbrellas sitting on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_26.jpg,a woman in a dress shirt and tie standing next to a man 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_190.jpg,a woman in a dress holding a teddy bear 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_189.jpg,a man and woman are dressed up in formal attire 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_22.jpg,a man wearing a hat and holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_23.jpg,a woman in a dress shirt and tie 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_3.jpg,a woman in a pink dress and a pink tie
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_29.jpg,a woman standing in front of a christmas tree 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_20.jpg,a man and woman standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_25.jpg,a woman wearing a hat and a hat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_34.jpg,a group of people in a kitchen preparing food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_2.jpg,a woman standing in front of a table with a cake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_19.jpg,a bunch of ties hanging from a wall 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_21.jpg,a woman standing in front of a mirror holding a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_24.jpg,a couple of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_27.jpg,a bunch of scissors are hanging on a wall
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_31.jpg,a woman wearing a hat and a tie 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_188.jpg,a woman standing in front of a flower pot 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_36.jpg,a woman standing in front of a brick building 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_30.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_35.jpg,a woman in a pink dress and a pink tie
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_28.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_33.jpg,a man and a woman standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_32.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_37.jpg,a woman standing in front of a red and white umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_38.jpg,a woman standing in front of a table with a cake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_43.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_44.jpg,a young girl in a dress is holding a teddy bear 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_47.jpg,a woman in a dress holding a pink umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_4.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_45.jpg,a group of people standing on top of a sandy beach 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_39.jpg,a woman in a dress holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_46.jpg,a woman wearing a dress shirt and tie 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_5.jpg,a little girl in a dress and a tie
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_42.jpg,a couple of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_51.jpg,a woman sitting on a bench with her legs crossed 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_49.jpg,a bunch of ties hanging from a wall 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_40.jpg,a woman and a woman are walking down the street
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_41.jpg,a man in a suit and tie standing next to a tree 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_48.jpg,a group of people walking down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_62.jpg,a man and a woman standing under an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_63.jpg,a woman in a red dress and a red tie
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_56.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_57.jpg,a woman sitting at a table filled with fruits and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_61.jpg,a woman in a dress is holding a teddy bear 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_59.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_6.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_66.jpg,a couple of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_60.jpg,a man and woman standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_52.jpg,a woman holding an umbrella in front of a building 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_55.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_76.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_7.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_53.jpg,a young boy holding a tennis racquet on a court 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_73.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_70.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_50.jpg,a woman in a bikini holding a surfboard 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_72.jpg,a woman in a wedding dress is holding a bouquet of flowers 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_71.jpg,a woman standing next to a man on a sidewalk 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_65.jpg,a woman standing in front of a red fire hydrant 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_67.jpg,a bunch of colorful umbrellas on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_68.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_69.jpg,a group of people walking down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_58.jpg,a woman in a pink dress holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_8.jpg,a woman standing in a field holding a bag 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_74.jpg,a woman holding a tennis racquet on a tennis court 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_77.jpg,a woman in a dress holding a white umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_83.jpg,a little girl holding an umbrella in her hands 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_64.jpg,a woman wearing a hat and holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_75.jpg,a bride and groom are cutting a wedding cake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_84.jpg,a woman in a red dress is talking on a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_82.jpg,a woman holding a teddy bear in a room 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_91.jpg,a woman in a dress holding a pink umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_78.jpg,a couple of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_9.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_86.jpg,a woman standing in front of a mirror holding a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_80.jpg,a little girl holding a stuffed teddy bear 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_81.jpg,a woman in a pink dress and a pink tie
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_85.jpg,a woman in a red dress holding a pink frisbee 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_79.jpg,a man sitting on a bench wearing a hat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_92.jpg,a man wearing a hat and a tie 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_88.jpg,a store with a lot of signs on it
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_87.jpg,a woman wearing a hat and holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam conical hat people\Image_4_101.jpg,a man sitting on the ground with a banana 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_90.jpg,a woman in a pink dress holding a pink umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam conical hat people\Image_4_0.jpg,a man riding on the back of a motorcycle down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_93.jpg,a group of women standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam clothes\Image_3_96.jpg,a man wearing a tie and a jacket 
